# start	end	mode	name  (end = start+size-1; 0 = size unknown)
0x08144800	0x0814481D	thumb	IncrementCardStatForNewTrainer
0x08144820	0x0814482B	thumb	MysteryGiftLink_Recv
0x0814482C	0x08144837	thumb	MysteryGiftLink_Send
0x08144838	0x08144863	thumb	MysteryGiftLink_Init
0x08144864	0x08144887	thumb	MysteryGiftLink_InitSend
0x08144888	0x08144897	thumb	MysteryGiftLink_InitRecv
0x08144898	0x081448B3	thumb	MGL_ReceiveBlock
0x081448B4	0x081448D5	thumb	MGL_HasReceived
0x081448D8	0x081448E5	thumb	MGL_ResetReceived
0x081448E8	0x081449BB	thumb	MGL_Receive
0x081449BC	0x08144AC7	thumb	MGL_Send
0x08144AC8	0x08144AE7	thumb	MysteryGiftClient_Create
0x08144AE8	0x08144B21	thumb	MysteryGiftClient_Run
0x08144B24	0x08144B33	thumb	MysteryGiftClient_AdvanceState
0x08144B34	0x08144B3F	thumb	MysteryGiftClient_GetMsg
0x08144B40	0x08144B4B	thumb	MysteryGiftClient_SetParam
0x08144B4C	0x08144B99	thumb	MysteryGiftClient_Init
0x08144B9C	0x08144BBD	thumb	MysteryGiftClient_Free
0x08144BC0	0x08144BD9	thumb	MysteryGiftClient_CopyRecvScript
0x08144BDC	0x08144C0F	thumb	MysteryGiftClient_InitSendWord
0x08144C10	0x08144C37	thumb	Client_Init
0x08144C38	0x08144C3B	thumb	Client_Done
0x08144C3C	0x08144C59	thumb	Client_Recv
0x08144C5C	0x08144C79	thumb	Client_Send
0x08144C7C	0x08144E47	thumb	Client_Run
0x08144E48	0x08144E5F	thumb	Client_Wait
0x08144E60	0x08144E97	thumb	Client_RunMysteryEventScript
0x08144E98	0x08144ECB	thumb	Client_RunBufferScript
0x08144ECC	0x08144EF7	thumb	MysteryGiftClient_CallFunc
0x08144EF8	0x08144F1B	thumb	MysterGiftServer_CreateForNews
0x08144F1C	0x08144F3F	thumb	MysterGiftServer_CreateForCard
0x08144F40	0x08144F79	thumb	MysterGiftServer_Run
0x08144F7C	0x08144FD3	thumb	MysteryGiftServer_Init
0x08144FD4	0x08144FF5	thumb	MysteryGiftServer_Free
0x08144FF8	0x08145037	thumb	MysteryGiftServer_InitSend
0x08145038	0x08145043	thumb	MysteryGiftServer_GetSendData
0x08145044	0x0814505B	thumb	MysteryGiftServer_Compare
0x0814505C	0x08145063	thumb	Server_Init
0x08145064	0x08145067	thumb	Server_Done
0x08145068	0x08145081	thumb	Server_Recv
0x08145084	0x0814509D	thumb	Server_Send
0x081450A0	0x081455DB	thumb	Server_Run
0x081455DC	0x0814562F	thumb	MysteryGiftServer_CallFunc
0x08145630	0x081456CB	thumb	WonderCard_Init
0x081456CC	0x081456F7	thumb	WonderCard_Destroy
0x081456F8	0x08145917	thumb	WonderCard_Enter
0x08145918	0x08145A73	thumb	WonderCard_Exit
0x08145A74	0x08145CF3	thumb	BufferCardText
0x08145CF4	0x0814603B	thumb	DrawCardWindow
0x0814603C	0x081461B3	thumb	CreateCardSprites
0x081461B4	0x08146263	thumb	DestroyCardSprites
0x08146264	0x081462C7	thumb	WonderNews_Init
0x081462C8	0x081462F3	thumb	WonderNews_Destroy
0x081462F4	0x081465DF	thumb	WonderNews_Enter
0x081465E0	0x081467C7	thumb	WonderNews_Exit
0x081467C8	0x0814680F	thumb	WonderNews_RemoveScrollIndicatorArrowPair
0x08146810	0x0814685F	thumb	WonderNews_AddScrollIndicatorArrowPair
0x08146860	0x0814695B	thumb	WonderNews_GetInput
0x0814695C	0x08146A0B	thumb	BufferNewsText
0x08146A0C	0x08146B33	thumb	DrawNewsWindows
0x08146B34	0x08146C0B	thumb	UpdateNewsScroll
0x08146C0C	0x08146C61	thumb	WonderNews_SetReward
0x08146C64	0x08146C7F	thumb	WonderNews_Reset
0x08146C80	0x08146CC3	thumb	WonderNews_IncrementStepCounter
0x08146CC4	0x08146D4F	thumb	WonderNews_GetRewardInfo
0x08146D50	0x08146D6F	thumb	GetRewardItem
0x08146D70	0x08146D7B	thumb	ResetSentRewardCounter
0x08146D7C	0x08146DB3	thumb	IncrementSentRewardCounter
0x08146DB4	0x08146DE5	thumb	IncrementRewardCounter
0x08146DE8	0x08146E53	thumb	GetRewardType
0x08146E54	0x08146E6F	thumb	DoSeagallopFerryScene
0x08146E70	0x08147033	thumb	CB2_SetUpSeagallopScene
0x08147034	0x08147045	thumb	VBlankCB_SeaGallop
0x08147048	0x0814705D	thumb	MainCB2_SeaGallop
0x08147060	0x0814707B	thumb	Task_Seagallop_0
0x0814707C	0x081470A7	thumb	ScrollBG
0x081470A8	0x081470E3	thumb	Task_Seagallop_1
0x081470E4	0x0814711B	thumb	Task_Seagallop_2
0x0814711C	0x0814719F	thumb	Task_Seagallop_3
0x081471A0	0x081472D7	thumb	ResetGPU
0x081472D8	0x081472F5	thumb	ResetAllAssets
0x081472F8	0x08147307	thumb	SetDispcnt
0x08147308	0x0814735D	thumb	ResetBGPos
0x08147360	0x0814737B	thumb	LoadFerrySpriteResources
0x0814737C	0x0814739F	thumb	FreeFerrySpriteResources
0x081473A0	0x081473F1	thumb	CreateFerrySprite
0x081473F4	0x08147447	thumb	SpriteCB_Ferry
0x08147448	0x0814748B	thumb	CreateWakeSprite
0x0814748C	0x081474A5	thumb	SpriteCB_Wake
0x081474A8	0x081474D9	thumb	GetDirectionOfTravel
0x081474DC	0x0814756D	thumb	GetSeagallopNumber
0x08147570	0x08147599	thumb	IsPlayerLeftOfVermilionSailor
0x0814759C	0x081475E7	thumb	CreateStaticCountdownTask
0x081475E8	0x08147619	thumb	StartStaticCountdown
0x0814761C	0x0814762F	thumb	IsStaticCountdownRunning
0x08147630	0x081476BB	thumb	Task_StaticCountdown
0x081476BC	0x0814779B	thumb	StaticCountdown_CreateSprites
0x0814779C	0x08147827	thumb	Task_StaticCountdown_Init
0x08147828	0x08147897	thumb	Task_StaticCountdown_Free
0x08147898	0x081479AF	thumb	SpriteCB_StaticCountdown
0x081479B0	0x08147A0F	thumb	Task_StaticCountdown_Start
0x08147A10	0x08147A81	thumb	Task_StaticCountdown_Run
0x08147A84	0x08147B23	thumb	StartPokemonJump
0x08147B24	0x08147B3B	thumb	FreePokemonJump
0x08147B3C	0x08147B6F	thumb	InitGame
0x08147B70	0x08147BFB	thumb	ResetForNewGame
0x08147BFC	0x08147C73	thumb	InitPlayerAndJumpTypes
0x08147C74	0x08147CDB	thumb	ResetPlayersForNewGame
0x08147CDC	0x08147D07	thumb	GetPokemonJumpSpeciesIdx
0x08147D08	0x08147D31	thumb	InitJumpMonInfo
0x08147D34	0x08147D45	thumb	VBlankCB_PokemonJump
0x08147D48	0x08147D5D	thumb	CB2_PokemonJump
0x08147D60	0x08147D7B	thumb	SetPokeJumpTask
0x08147D7C	0x08147EEB	thumb	Task_StartPokemonJump
0x08147EEC	0x08147F27	thumb	SetLinkTimeInterval
0x08147F28	0x08147F7B	thumb	SetFunc_Leader
0x08147F7C	0x08148057	thumb	RecvLinkData_Leader
0x08148058	0x081480DF	thumb	Task_PokemonJump_Leader
0x081480E0	0x0814811B	thumb	SendLinkData_Leader
0x0814811C	0x0814814F	thumb	SetFunc_Member
0x08148150	0x0814826B	thumb	RecvLinkData_Member
0x0814826C	0x081482D3	thumb	Task_PokemonJump_Member
0x081482D4	0x0814831F	thumb	SendLinkData_Member
0x08148320	0x08148373	thumb	GameIntro_Leader
0x08148374	0x081483AB	thumb	GameIntro_Member
0x081483AC	0x081483F3	thumb	WaitRound_Leader
0x081483F4	0x0814843D	thumb	WaitRound_Member
0x08148440	0x0814848B	thumb	GameRound_Leader
0x0814848C	0x081484AB	thumb	GameRound_Member
0x081484AC	0x08148547	thumb	GameOver_Leader
0x08148548	0x081485A3	thumb	GameOver_Member
0x081485A4	0x0814863F	thumb	AskPlayAgain_Leader
0x08148640	0x0814869F	thumb	AskPlayAgain_Member
0x081486A0	0x081486FD	thumb	ResetGame_Leader
0x08148700	0x08148739	thumb	ResetGame_Member
0x0814873C	0x0814878F	thumb	ExitGame
0x08148790	0x081487DB	thumb	GivePrize_Leader
0x081487DC	0x081487F5	thumb	GivePrize_Member
0x081487F8	0x081488B7	thumb	SavePokeJump
0x081488B8	0x081489A3	thumb	DoGameIntro
0x081489A4	0x08148A39	thumb	HandleSwingRound
0x08148A3C	0x08148B2F	thumb	DoVineHitEffect
0x08148B30	0x08148C5B	thumb	TryGivePrize
0x08148C5C	0x08148D37	thumb	DoPlayAgainPrompt
0x08148D38	0x08148E05	thumb	ClosePokeJumpLink
0x08148E08	0x08148E59	thumb	CloseMessageAndResetScore
0x08148E5C	0x08148F37	thumb	Task_CommunicateMonInfo
0x08148F38	0x08148F57	thumb	SetTaskWithPokeJumpStruct
0x08148F58	0x08148F77	thumb	InitVineState
0x08148F78	0x08148FBB	thumb	ResetVineState
0x08148FBC	0x0814901F	thumb	UpdateVineState
0x08149020	0x08149053	thumb	GetVineSpeed
0x08149054	0x0814916F	thumb	UpdateVineSpeed
0x08149170	0x0814918F	thumb	PokeJumpRandom
0x08149190	0x081491B3	thumb	ResetVineAfterHit
0x081491B4	0x081491BF	thumb	IsGameOver
0x081491C0	0x081491EB	thumb	ResetPlayersJumpStates
0x081491EC	0x08149207	thumb	ResetPlayersMonState
0x08149208	0x08149239	thumb	IsPlayersMonState
0x0814923C	0x08149263	thumb	SetMonStateJump
0x08149264	0x08149293	thumb	SetMonStateHit
0x08149294	0x081492B3	thumb	SetMonStateNormal
0x081492B4	0x08149317	thumb	UpdateGame
0x08149318	0x08149337	thumb	TryUpdateVineSwing
0x08149338	0x08149347	thumb	DisallowVineUpdates
0x08149348	0x08149357	thumb	AllowVineUpdates
0x08149358	0x08149469	thumb	HandleMonState
0x0814946C	0x0814950F	thumb	UpdateJump
0x08149510	0x0814960B	thumb	TryUpdateScore
0x0814960C	0x081496AF	thumb	UpdateVineHitStates
0x081496B0	0x081496EB	thumb	AllPlayersJumpedOrHit
0x081496EC	0x08149723	thumb	DidAllPlayersClearVine
0x08149724	0x0814975B	thumb	ShouldPlayAgain
0x0814975C	0x08149783	thumb	AddJumpScore
0x08149784	0x081497DD	thumb	GetPlayersAtJumpPeak
0x081497E0	0x0814980F	thumb	AreLinkQueuesEmpty
0x08149810	0x08149853	thumb	GetNumPlayersForBonus
0x08149854	0x08149863	thumb	ClearUnreadField
0x08149864	0x08149873	thumb	GetScoreBonus
0x08149874	0x0814988F	thumb	TryUpdateExcellentsRecord
0x08149890	0x081498B1	thumb	HasEnoughScoreForPrize
0x081498B4	0x081498DB	thumb	GetPrizeData
0x081498DC	0x081498E9	thumb	UnpackPrizeData
0x081498EC	0x0814990B	thumb	GetPrizeItemId
0x0814990C	0x08149951	thumb	GetPrizeQuantity
0x08149954	0x0814997F	thumb	GetQuantityLimitedByBag
0x08149980	0x0814998D	thumb	GetNumPokeJumpPlayers
0x08149990	0x0814999B	thumb	GetPokeJumpMultiplayerId
0x0814999C	0x081499BB	thumb	GetMonInfoByMultiplayerId
0x081499BC	0x081499DB	thumb	GetPokeJumpPlayerName
0x081499DC	0x081499F1	thumb	IsSpeciesAllowedInPokemonJump
0x081499F4	0x08149A47	thumb	IsPokemonJumpSpeciesInParty
0x08149A48	0x08149A69	thumb	SendPacket_MonInfo
0x08149A6C	0x08149ABB	thumb	RecvPacket_MonInfo
0x08149ABC	0x08149AD3	thumb	SendPacket_Unused
0x08149AD4	0x08149B57	thumb	SendPacket_LeaderState
0x08149B58	0x08149BCD	thumb	RecvPacket_LeaderState
0x08149BD0	0x08149BFD	thumb	SendPacket_MemberState
0x08149C00	0x08149C69	thumb	RecvPacket_MemberStateToLeader
0x08149C6C	0x08149CC5	thumb	RecvPacket_MemberStateToMember
0x08149CC8	0x08149CFF	thumb	StartPokeJumpGfx
0x08149D00	0x08149D0D	thumb	FreeWindowsAndDigitObj
0x08149D10	0x08149D1B	thumb	InitPokeJumpGfx
0x08149D1C	0x08149D43	thumb	SetUpPokeJumpGfxFuncById
0x08149D44	0x08149D5B	thumb	IsPokeJumpGfxFuncFinished
0x08149D5C	0x08149D7F	thumb	SetUpPokeJumpGfxFunc
0x08149D80	0x08149DA3	thumb	Task_RunPokeJumpGfxFunc
0x08149DA4	0x08149F3D	thumb	LoadPokeJumpGfx
0x08149F40	0x08149FAB	thumb	PrintPlayerNamesNoHighlight
0x08149FAC	0x0814A017	thumb	PrintPlayerNamesWithHighlight
0x0814A018	0x0814A0A3	thumb	ErasePlayerNames
0x0814A0A4	0x0814A14F	thumb	Msg_WantToPlayAgain
0x0814A150	0x0814A1F1	thumb	Msg_SavingDontTurnOff
0x0814A1F4	0x0814A23F	thumb	EraseMessage
0x0814A240	0x0814A2E1	thumb	Msg_SomeoneDroppedOut
0x0814A2E4	0x0814A385	thumb	Msg_CommunicationStandby
0x0814A388	0x0814A3BF	thumb	DoPokeJumpCountdown
0x0814A3C0	0x0814A3E3	thumb	SetUpResetVineGfx
0x0814A3E4	0x0814A441	thumb	ResetVineGfx
0x0814A444	0x0814A517	thumb	PrintPrizeMessage
0x0814A518	0x0814A58F	thumb	PrintPrizeFilledBagMessage
0x0814A590	0x0814A607	thumb	PrintNoRoomForPrizeMessage
0x0814A608	0x0814A6A7	thumb	DoPrizeMessageAndFanfare
0x0814A6A8	0x0814A6D7	thumb	ClearMessageWindow
0x0814A6D8	0x0814A71D	thumb	RemoveMessageWindow
0x0814A720	0x0814A72D	thumb	HandlePlayAgainInput
0x0814A730	0x0814A7AB	thumb	AddMessageWindow
0x0814A7AC	0x0814A827	thumb	CreatePokeJumpYesNoMenu
0x0814A828	0x0814A893	thumb	PrintScoreSuffixes
0x0814A894	0x0814A91B	thumb	CreateJumpMonSprites
0x0814A91C	0x0814A937	thumb	SetMonSpriteY
0x0814A938	0x0814A967	thumb	UpdateVineSwing
0x0814A968	0x0814A9A3	thumb	DoSameJumpTimeBonus
0x0814A9A4	0x0814A9FF	thumb	InitDigitPrinters
0x0814AA00	0x0814AA0D	thumb	PrintScore
0x0814AA10	0x0814AA21	thumb	PrintJumpsInRow
0x0814AA24	0x0814AA3B	thumb	StartMonHitShake
0x0814AA3C	0x0814AA53	thumb	StartMonHitFlash
0x0814AA54	0x0814AA67	thumb	IsMonHitShakeActive
0x0814AA68	0x0814AA7B	thumb	StopMonHitFlash
0x0814AA7C	0x0814AA8F	thumb	ResetMonSpriteSubpriorities
0x0814AA90	0x0814AAA3	thumb	StartMonIntroBounce
0x0814AAA4	0x0814AAB7	thumb	IsMonIntroBounceActive
0x0814AAB8	0x0814AB73	thumb	AddPlayerNameWindows
0x0814AB74	0x0814AC0B	thumb	PrintPokeJumpPlayerName
0x0814AC0C	0x0814AC6D	thumb	PrintPokeJumpPlayerNames
0x0814AC70	0x0814ACA7	thumb	DrawPlayerNameWindows
0x0814ACA8	0x0814ACF3	thumb	ShowBonus
0x0814ACF4	0x0814AD2B	thumb	UpdateBonus
0x0814AD2C	0x0814AD45	thumb	Task_UpdateBonus
0x0814AD48	0x0814AD8F	thumb	LoadSpriteSheetsAndPalettes
0x0814AD90	0x0814ADA5	thumb	ResetPokeJumpSpriteData
0x0814ADA8	0x0814AEE7	thumb	CreateJumpMonSprite
0x0814AEE8	0x0814AF4F	thumb	DoStarAnim
0x0814AF50	0x0814AFC3	thumb	SpriteCB_Star
0x0814AFC4	0x0814AFEB	thumb	Gfx_StartMonHitShake
0x0814AFEC	0x0814B013	thumb	Gfx_IsMonHitShakeActive
0x0814B014	0x0814B05B	thumb	SpriteCB_MonHitShake
0x0814B05C	0x0814B083	thumb	Gfx_StartMonHitFlash
0x0814B084	0x0814B0DB	thumb	Gfx_StopMonHitFlash
0x0814B0DC	0x0814B10D	thumb	SpriteCB_MonHitFlash
0x0814B110	0x0814B143	thumb	Gfx_ResetMonSpriteSubpriorities
0x0814B144	0x0814B16B	thumb	Gfx_StartMonIntroBounce
0x0814B16C	0x0814B1A7	thumb	Gfx_IsMonIntroBounceActive
0x0814B1A8	0x0814B21B	thumb	SpriteCB_MonIntroBounce
0x0814B21C	0x0814B26F	thumb	CreateStarSprite
0x0814B270	0x0814B323	thumb	CreateVineSprites
0x0814B324	0x0814B417	thumb	UpdateVineAnim
0x0814B418	0x0814B43B	thumb	StartPokeJumpCountdown
0x0814B43C	0x0814B445	thumb	IsPokeJumpCountdownRunning
0x0814B448	0x0814B457	thumb	GetPokeJumpRecords
0x0814B458	0x0814B46F	thumb	ResetPokemonJumpRecords
0x0814B470	0x0814B4C3	thumb	TryUpdateRecords
0x0814B4C4	0x0814B4DF	thumb	IncrementGamesWithMaxPlayers
0x0814B4E0	0x0814B4FF	thumb	ShowPokemonJumpRecords
0x0814B500	0x0814B59F	thumb	Task_ShowPokemonJumpRecords
0x0814B5A0	0x0814B6AF	thumb	PrintRecordsText
0x0814B6B0	0x0814B6C9	thumb	TruncateToFirstWordOnly
0x0814B6CC	0x0814B6D7	thumb	GetBerryCrushGame
0x0814B6D8	0x0814B72F	thumb	QuitBerryCrush
0x0814B730	0x0814B83B	thumb	StartBerryCrush
0x0814B83C	0x0814B8CB	thumb	GetBerryFromBag
0x0814B8CC	0x0814B8EF	thumb	ChooseBerry
0x0814B8F0	0x0814B8FF	thumb	BerryCrush_SetVBlankCallback
0x0814B900	0x0814B90B	thumb	BerryCrush_InitVBlankCB
0x0814B90C	0x0814BA47	thumb	SaveResults
0x0814BA48	0x0814BA59	thumb	VBlankCB
0x0814BA5C	0x0814BA71	thumb	MainCB
0x0814BA74	0x0814BA97	thumb	MainTask
0x0814BA98	0x0814BB27	thumb	SetNamesAndTextSpeed
0x0814BB28	0x0814BB93	thumb	RunOrScheduleCommand
0x0814BB94	0x0814BBEB	thumb	Cmd_BeginNormalPaletteFade
0x0814BBEC	0x0814BC4F	thumb	Cmd_WaitPaletteFade
0x0814BC50	0x0814BD57	thumb	Cmd_PrintMessage
0x0814BD58	0x0814BD77	thumb	Cmd_ShowGameDisplay
0x0814BD78	0x0814BD97	thumb	Cmd_HideGameDisplay
0x0814BD98	0x0814BDE5	thumb	Cmd_SignalReadyToBegin
0x0814BDE8	0x0814BE3F	thumb	Cmd_AskPickBerry
0x0814BE40	0x0814BE57	thumb	Cmd_GoToBerryPouch
0x0814BE58	0x0814BFAB	thumb	Cmd_WaitForOthersToPickBerries
0x0814BFAC	0x0814C0F1	thumb	Cmd_DropBerriesIntoCrusher
0x0814C0F4	0x0814C225	thumb	Cmd_DropLid
0x0814C228	0x0814C2D7	thumb	Cmd_Countdown
0x0814C2D8	0x0814C491	thumb	HandlePartnerInput
0x0814C494	0x0814C5F1	thumb	BerryCrush_BuildLocalState
0x0814C5F4	0x0814C797	thumb	HandlePlayerInput
0x0814C798	0x0814C82B	thumb	RecvLinkData
0x0814C82C	0x0814C8D3	thumb	Cmd_PlayGame_Leader
0x0814C8D4	0x0814C969	thumb	Cmd_PlayGame_Member
0x0814C96C	0x0814CAFB	thumb	Cmd_FinishGame
0x0814CAFC	0x0814CBE7	thumb	Cmd_HandleTimeUp
0x0814CBE8	0x0814CF81	thumb	Cmd_TabulateResults
0x0814CF84	0x0814D06F	thumb	Cmd_ShowResults
0x0814D070	0x0814D163	thumb	Cmd_SaveGame
0x0814D164	0x0814D21B	thumb	Cmd_AskPlayAgain
0x0814D21C	0x0814D2F5	thumb	Cmd_CommunicatePlayAgainResponses
0x0814D2F8	0x0814D37F	thumb	Cmd_PlayAgain
0x0814D380	0x0814D441	thumb	Cmd_StopGame
0x0814D444	0x0814D4A1	thumb	Cmd_CloseLink
0x0814D4A4	0x0814D4B1	thumb	Cmd_Quit
0x0814D4B4	0x0814D53F	thumb	ResetGame
0x0814D540	0x0814D57D	thumb	SetPaletteFadeArgs
0x0814D580	0x0814D5A3	thumb	SetPrintMessageArgs
0x0814D5A4	0x0814D863	thumb	ShowGameDisplay
0x0814D864	0x0814D9A5	thumb	HideGameDisplay
0x0814D9A8	0x0814D9DF	thumb	UpdateGame
0x0814D9E0	0x0814D9FF	thumb	ResetCrusherPos
0x0814DA00	0x0814DB5F	thumb	CreateBerrySprites
0x0814DB60	0x0814DBFF	thumb	SpriteCB_DropBerryIntoCrusher
0x0814DC00	0x0814DC37	thumb	BerryCrushFreeBerrySpriteGfx
0x0814DC38	0x0814DE2B	thumb	UpdateInputEffects
0x0814DE2C	0x0814DE99	thumb	AreEffectsFinished
0x0814DE9C	0x0814DF1F	thumb	FramesToMinSec
0x0814DF20	0x0814DF7F	thumb	PrintTextCentered
0x0814DF80	0x0814E307	thumb	PrintResultsText
0x0814E308	0x0814E61F	thumb	printCrushingResults
0x0814E620	0x0814E7E7	thumb	OpenResultsWindow
0x0814E7E8	0x0814E80B	thumb	CloseResultsWindow
0x0814E80C	0x0814EA57	thumb	Task_ShowBerryCrushRankings
0x0814EA58	0x0814EAAF	thumb	ShowBerryCrushRankings
0x0814EAB0	0x0814EADF	thumb	PrintTimer
0x0814EAE0	0x0814EB13	thumb	HideTimer
0x0814EB14	0x0814EB8B	thumb	CreatePlayerNameWindows
0x0814EB8C	0x0814EC5B	thumb	DrawPlayerNameWindows
0x0814EC5C	0x0814ECB9	thumb	CopyPlayerNameWindowGfxToBg
0x0814ECBC	0x0814EEEB	thumb	CreateGameSprites
0x0814EEEC	0x0814EFA9	thumb	DestroyGameSprites
0x0814EFAC	0x0814EFD5	thumb	SpriteCB_Impact
0x0814EFD8	0x0814F01F	thumb	SpriteCB_Sparkle_End
0x0814F020	0x0814F0B3	thumb	SpriteCB_Sparkle
0x0814F0B4	0x0814F177	thumb	SpriteCB_Sparkle_Init
0x0814F178	0x0814F19B	thumb	CB2_RunWirelessCommunicationScreen
0x0814F19C	0x0814F1AD	thumb	VBlankCB_WirelessCommunicationScreen
0x0814F1B0	0x0814F1BF	thumb	ShowWirelessCommunicationScreen
0x0814F1C0	0x0814F307	thumb	CB2_InitWirelessCommunicationScreen
0x0814F308	0x0814F33F	thumb	ExitWirelessCommunicationStatusScreen
0x0814F340	0x0814F383	thumb	CyclePalette
0x0814F384	0x0814F447	thumb	PrintHeaderTexts
0x0814F448	0x0814F637	thumb	Task_WirelessCommunicationScreen
0x0814F638	0x0814F6ED	thumb	WCSS_AddTextPrinterParameterized
0x0814F6F0	0x0814F795	thumb	CountPlayersInGroupAndGetActivity
0x0814F798	0x0814F7BD	thumb	HaveCountsChanged
0x0814F7C0	0x0814F85F	thumb	UpdateCommunicationCounts
0x0814F860	0x0814FC77	thumb	FontFunc_Braille
0x0814FC78	0x0814FCDB	thumb	DecompressGlyph_Braille
0x0814FCDC	0x0814FCDF	thumb	GetGlyphWidth_Braille
0x0814FCE0	0x0814FD13	thumb	LoadHelpMessageWindowGfxOnBg
0x0814FD14	0x0814FD47	thumb	LoadMenuMessageWindowGfxOnBg
0x0814FD48	0x0814FD7B	thumb	LoadSignpostWindowGfxOnBg
0x0814FD7C	0x0814FDAF	thumb	LoadStdWindowGfxOnBg
0x0814FDB0	0x0814FDCF	thumb	LoadQuestLogWindowTilesOnBg
0x0814FDD0	0x0814FE1B	thumb	LoadUserWindowGfxByFrameOnBg
0x0814FE1C	0x0814FE47	thumb	LoadUserWindowGfx2
0x0814FE48	0x0814FE87	thumb	LoadHelpMessageWindowGfx
0x0814FE88	0x0814FEC7	thumb	LoadMenuMessageWindowGfx
0x0814FEC8	0x0814FF07	thumb	LoadSignpostWindowGfx
0x0814FF08	0x0814FF47	thumb	LoadStdWindowGfx
0x0814FF48	0x0814FF73	thumb	LoadStdWindowTiles
0x0814FF74	0x0814FF9F	thumb	LoadQuestLogWindowTiles
0x0814FFA0	0x0814FFF7	thumb	LoadUserWindowGfxByFrame
0x0814FFF8	0x08150023	thumb	LoadUserWindowGfx
0x08150024	0x081501AB	thumb	DrawTextBorderOuter
0x081501AC	0x08150347	thumb	DrawTextBorderInner
0x08150348	0x081503E3	thumb	rbox_fill_rectangle
0x081503E4	0x0815042F	thumb	GetTextWindowPalette
0x08150430	0x0815044F	thumb	QuestLogUpdatePlayerSprite
0x08150450	0x08150473	thumb	QuestLogTryRecordPlayerAvatarGfxTransition
0x08150474	0x08150481	thumb	QuestLogCallUpdatePlayerSprite
0x08150484	0x081504C3	thumb	QL_GfxTransition_Normal
0x081504C4	0x0815050B	thumb	QL_GfxTransition_Bike
0x0815050C	0x0815059D	thumb	QL_GfxTransition_Fish
0x081505A0	0x081506E3	thumb	Task_QLFishMovement
0x081506E4	0x08150757	thumb	QL_GfxTransition_StartSurf
0x08150758	0x0815076F	thumb	QL_GfxTransition_VSSeeker
0x08150770	0x08150795	thumb	Task_QLVSSeekerMovement
0x08150798	0x081507A5	thumb	QL_SetObjectGraphicsId
0x081507A8	0x081507B3	thumb	QL_GfxTransition_StopSurfSouth
0x081507B4	0x081507BF	thumb	QL_GfxTransition_StopSurfNorth
0x081507C0	0x081507CB	thumb	QL_GfxTransition_StopSurfWest
0x081507CC	0x081507D7	thumb	QL_GfxTransition_StopSurfEast
0x081507D8	0x081508B3	thumb	StartDodrioBerryPicking
0x081508B4	0x081508C5	thumb	ResetTasksAndSprites
0x081508C8	0x08150A5D	thumb	InitDodrioGame
0x08150A60	0x08150BE3	thumb	Task_StartDodrioGame
0x08150BE4	0x08150C1B	thumb	Task_DodrioGame_Leader
0x08150C1C	0x08150C53	thumb	Task_DodrioGame_Member
0x08150C54	0x08150C95	thumb	DoGameIntro
0x08150C98	0x08150CCD	thumb	InitCountdown
0x08150CD0	0x08150D55	thumb	DoCountdown
0x08150D58	0x08150D7F	thumb	WaitGameStart
0x08150D80	0x08150E43	thumb	PlayGame_Leader
0x08150E44	0x08150F19	thumb	PlayGame_Member
0x08150F1C	0x08150F9D	thumb	WaitEndGame_Leader
0x08150FA0	0x08150FB7	thumb	WaitEndGame_Member
0x08150FB8	0x08151077	thumb	InitResults_Leader
0x08151078	0x08151173	thumb	InitResults_Member
0x08151174	0x0815128D	thumb	DoResults
0x08151290	0x08151463	thumb	AskPlayAgain
0x08151464	0x081514CB	thumb	EndLink
0x081514CC	0x08151577	thumb	ExitGame
0x08151578	0x081516B7	thumb	ResetGame
0x081516B8	0x0815172B	thumb	Task_NewGameIntro
0x0815172C	0x08151827	thumb	Task_CommunicateMonInfo
0x08151828	0x08151A37	thumb	RecvLinkData_Gameplay
0x08151A38	0x08151B2D	thumb	RecvLinkData_ReadyToEnd
0x08151B30	0x08151B7B	thumb	RecvLinkData_Leader
0x08151B7C	0x08151C37	thumb	SendLinkData_Leader
0x08151C38	0x08151D03	thumb	RecvLinkData_Member
0x08151D04	0x08151D71	thumb	SendLinkData_Member
0x08151D74	0x08151E6D	thumb	HandleSound_Leader
0x08151E70	0x08151FF5	thumb	HandleSound_Member
0x08151FF8	0x0815200D	thumb	CB2_DodrioGame
0x08152010	0x08152021	thumb	VBlankCB_DodrioGame
0x08152024	0x08152035	thumb	InitMonInfo
0x08152038	0x08152045	thumb	CreateTask_
0x08152048	0x0815206B	thumb	CreateDodrioGameTask
0x0815206C	0x0815208F	thumb	SetGameFunc
0x08152090	0x081520EB	thumb	SlideTreeBordersOut
0x081520EC	0x0815214F	thumb	InitFirstWaveOfBerries
0x08152150	0x0815245F	thumb	HandlePickBerries
0x08152460	0x08152547	thumb	TryPickBerry
0x08152548	0x081527AB	thumb	UpdateFallingBerries
0x081527AC	0x081528A9	thumb	UpdateBerrySprites
0x081528AC	0x081528EB	thumb	UpdateAllDodrioAnims
0x081528EC	0x08152917	thumb	SetAllDodrioDisabled
0x08152918	0x0815294B	thumb	UpdateGame_Leader
0x0815294C	0x0815297F	thumb	UpdateGame_Member
0x08152980	0x081529DB	thumb	GetActiveBerryColumns
0x081529DC	0x08152A49	thumb	AllPlayersReadyToStart
0x08152A4C	0x08152A73	thumb	ResetReadyToStart
